	ERR1414009	ERR024924	ERR024916	ERR1413996	ERR1413978	SRR1922795	ERR1414100	ERR1414012	ERR1414018	ERR1414058	SRR1922792	ERR1414031	ERR1414082	ERR1414001	ERR1414016	ERR1414095	ERR1414040	ERR1414027	ERR024903	ERR1414007	ERR1414050	ERR1414065	ERR1414039	ERR024923	ERR024904	ERR028208	ERR1414035	ERR1414033	SRR1922797	SRR1922796	ERR024901	ERR024907	ERR1414060	ERR1413989	ERR1414055	ERR1414048	ERR1413981	ERR024894	ERR1414091	ERR024928	ERR1414084	ERR1414032	ERR1414019	ERR1414067	ERR1414099	ERR1414047	ERR1413982	ERR1413987	ERR1414083	ERR1414028	ERR1414074	ERR1414092	ERR027411	ERR1414010	ERR024920	ERR1414059	ERR1414057	ERR1413984	ERR1414079	ERR024910	ERR1414075	ERR1413980	ERR1414006	ERR1414087	ERR1414086	ERR1414014	ERR1414005	ERR1414004	ERR1414015	ERR1414044	ERR1414071	ERR1414093	ERR1414011	SRR1922793	ERR1414049	ERR1414064	ERR1414076	ERR024929	ERR1413994	ERR1414043	ERR1414077	ERR024914	ERR1414101	ERR1414042	ERR1414017	ERR024921	ERR1414024	ERR1414056	ERR1414072	ERR1414013	ERR024902	ERR1414052	ERR1413983	ERR1414022	ERR1414003	ERR027412	ERR1414026	ERR1414089	ERR1413988	ERR1413993	ERR1414023	ERR1414053	ERR1414070	ERR1414025	ERR024927	ERR024925	ERR1414020	ERR024911	ERR1413991	ERR024915	ERR1413998	ERR1414034	ERR1414085	ERR1414078	ERR1414098	ERR1414045	ERR1414061	ERR1414062	ERR1414036	SRR1922794	ERR024893	ERR1414068	ERR1414094	ERR1414069	ERR1414080	ERR1414002	ERR024908	ERR1414021	ERR1413985	ERR1414037	ERR1414041	ERR1414081	ERR024917	ERR1413990	ERR1413999	ERR1414030	ERR1413992	ERR1414097	ERR1414073	ERR1414090	ERR1414096	ERR024895	ERR1414008	ERR1414051	ERR1414066	ERR1413997	ERR1413995	ERR1414046	ERR1414054	ERR1414063	ERR024930	ERR1414038	ERR024926	ERR1413976	ERR1413979	ERR1413977	ERR1414088	ERR1414029	ERR1414000	ERR1413986
ERR027412	1259	1228	1224	1226	1259	1260	1250	1258	1258	1259	1217	1260	1259	1244	1260	1257	1259	1261	1163	1260	1261	1261	1261	1247	1518	1066	1258	1260	1216	1225	1435	1166	1258	1226	1217	1260	1229	1239	1257	1225	1260	1261	1261	1261	1250	1261	1247	1227	1259	1260	1257	1228	1102	1260	1128	1262	1261	1253	1259	1166	1258	1261	1260	1258	1259	1262	1257	1242	1261	1262	1256	1245	1258	1221	1260	1244	1259	1209	1262	1261	1259	1258	1247	1259	1260	1198	1260	1261	1257	1259	1249	1260	1259	1260	1223	0	1260	1258	1245	1258	1261	1260	1260	1262	1241	1237	1261	1255	1248	1518	1225	1258	1257	1258	1240	1261	1258	1258	1261	1224	1301	1257	1260	1256	1261	1242	1155	1258	1229	1260	1260	1258	1206	1227	1227	1261	1247	1251	1261	1259	1221	1509	1261	1260	1262	1226	1259	1260	1260	1260	1230	1260	1238	1260	1242	1257	1260	1259	1245	1227
ERR1414026	3	1116	1013	1006	579	265	62	4	4	3	996	3	3	840	4	10	4	4	1082	2	3	3	3	1001	1535	1046	4	4	1000	988	1507	1087	4	1005	91	2	1008	1108	579	1111	5	4	3	4	66	3	1104	1008	39	2	5	1008	1127	3	1093	4	3	1107	7	1083	3	35	3	7	6	4	43	1002	37	4	9	843	4	996	2	841	6	865	39	2	8	32	68	37	2	1129	0	6	4	3	1110	4	579	4	1005	1260	0	3	843	578	3	1	5	4	999	852	3	587	1104	1531	1008	4	6	5	843	3	6	4	3	986	1473	6	4	7	3	840	1086	4	1006	36	2	6	1145	1006	1007	5	1104	23	4	580	986	1518	37	2	4	1007	35	1	2	2	1009	1	1000	3	837	579	6	3	836	1008
ERR1414089	4	1116	1013	1006	579	268	61	3	5	4	997	4	2	840	5	9	3	5	1084	3	4	4	4	1001	1535	1045	3	5	1002	989	1506	1088	3	1005	88	3	1008	1108	579	1111	6	5	4	5	65	4	1104	1007	38	3	6	1008	1127	2	1094	5	4	1107	6	1085	4	36	4	6	7	5	42	1002	38	5	6	843	3	997	3	841	5	865	39	3	9	33	65	38	3	1131	3	7	5	4	1110	5	579	5	1004	1258	3	0	841	578	4	2	6	5	999	852	4	587	1104	1531	1007	5	3	4	841	4	5	3	4	987	1473	5	5	6	4	842	1087	3	1006	37	3	5	1147	1006	1007	6	1103	22	5	580	987	1518	38	3	5	1006	35	2	3	3	1009	4	1000	4	837	579	7	4	836	1007
ERR1413988	840	1097	867	861	831	732	850	840	842	841	1011	842	840	91	842	839	839	841	1074	841	842	842	842	1010	1533	1199	840	842	1008	1000	1499	1087	842	862	868	844	868	1093	829	1098	841	841	842	842	858	842	1084	869	845	841	843	869	1083	843	1075	844	842	1089	842	1070	841	845	841	842	841	843	843	1008	845	843	839	94	839	1010	841	94	841	133	847	843	843	847	855	845	841	1112	843	844	843	840	1092	842	830	843	863	1245	843	841	0	830	842	842	841	843	1006	96	842	838	1087	1528	862	840	839	842	93	842	842	842	842	1000	1474	841	844	841	843	94	1052	841	869	845	841	841	1132	864	863	843	1085	847	842	830	999	1515	845	841	843	861	844	842	841	841	863	842	1008	841	41	833	844	840	41	866
ERR1413993	579	1108	1006	999	17	616	598	579	579	578	996	577	579	821	577	581	580	578	1097	578	577	577	577	1003	1536	1160	579	577	1002	990	1506	1090	578	1000	624	577	1004	1099	14	1105	578	577	579	577	595	577	1096	1004	580	578	580	1006	1120	576	1099	577	577	1098	578	1095	579	579	578	579	579	578	582	1001	579	578	580	826	580	995	578	824	578	855	584	576	579	580	600	581	578	1126	578	579	579	579	1100	577	15	580	999	1258	578	578	830	0	577	577	577	578	1001	840	577	56	1095	1531	1001	580	580	578	828	577	580	579	577	988	1475	579	580	579	578	825	1078	578	1004	579	578	580	1152	999	1002	579	1094	587	577	12	990	1521	579	578	578	1000	582	577	578	578	1000	579	1002	578	821	21	577	579	821	1006
ERR1414023	2	1114	1011	1004	578	264	65	3	3	4	996	2	2	837	1	9	3	1	1081	1	0	0	0	999	1535	1049	3	1	1001	986	1507	1085	5	1007	92	3	1008	1106	579	1110	2	1	2	1	69	0	1104	1008	36	1	4	1010	1125	2	1092	3	0	1107	6	1082	4	32	2	8	5	1	42	1000	34	1	8	840	3	994	1	840	5	862	36	1	5	29	69	36	1	1128	3	3	5	2	1108	1	577	3	1005	1261	3	4	842	577	0	2	2	1	997	849	2	585	1102	1531	1006	3	5	6	844	0	5	5	0	986	1473	7	5	8	4	841	1085	3	1008	37	1	5	1144	1006	1008	2	1102	26	1	579	988	1518	34	1	1	1005	34	2	3	1	1007	4	998	4	838	579	5	2	835	1010
ERR1414053	2	1116	1013	1006	578	266	63	3	3	2	996	2	2	839	3	9	3	3	1082	1	2	2	2	1001	1535	1047	3	3	1001	988	1507	1087	3	1005	90	3	1008	1108	578	1111	4	3	2	3	67	2	1104	1008	38	1	4	1008	1127	2	1093	3	2	1107	6	1083	2	34	2	6	5	3	42	1002	36	3	8	842	3	996	1	840	5	864	38	1	7	31	67	36	1	1129	1	5	3	2	1110	3	578	3	1005	1260	1	2	842	577	2	0	4	3	999	851	2	586	1104	1531	1008	3	5	4	842	2	5	3	2	986	1473	5	3	6	2	841	1086	3	1006	35	1	5	1145	1006	1007	4	1104	24	3	579	986	1518	36	1	3	1007	34	0	1	1	1009	2	1000	2	836	578	5	2	835	1008
ERR1414070	4	1114	1011	1004	578	264	64	5	5	6	996	4	4	836	3	10	5	3	1081	3	2	2	2	999	1535	1048	5	3	1001	986	1507	1085	5	1007	91	5	1008	1106	579	1110	4	3	4	3	70	2	1104	1008	36	3	6	1010	1125	4	1092	5	2	1107	7	1082	6	34	4	9	7	3	41	999	36	3	9	839	5	994	3	840	7	861	38	3	7	31	68	38	3	1128	5	5	5	4	1108	3	577	5	1005	1260	5	6	841	577	2	4	0	3	997	848	4	585	1102	1531	1006	5	6	7	844	2	7	7	2	986	1473	8	7	9	6	840	1085	5	1008	39	3	6	1144	1006	1008	4	1102	27	2	579	987	1518	36	3	3	1005	36	4	5	3	1007	6	998	6	837	579	6	4	834	1010
ERR1414025	3	1114	1010	1005	579	265	66	4	4	5	997	3	3	838	2	10	4	2	1081	2	1	1	1	999	1535	1050	4	2	1000	985	1507	1085	6	1008	93	4	1009	1106	580	1110	3	2	1	2	70	1	1104	1009	37	2	5	1011	1124	3	1092	2	1	1107	7	1082	5	33	3	9	6	0	43	1001	35	0	9	841	4	995	2	841	6	861	37	2	6	28	70	37	2	1128	4	2	6	3	1108	2	576	2	1006	1262	4	5	843	578	1	3	3	0	997	848	3	584	1103	1531	1007	4	6	7	845	1	4	6	1	987	1473	8	4	9	3	842	1085	4	1009	38	2	6	1144	1007	1007	1	1103	27	2	580	989	1518	35	2	0	1006	35	3	4	2	1006	5	998	5	839	580	6	3	836	1011
ERR024927	999	1096	995	991	1004	992	1011	999	999	1000	989	999	998	1002	997	1000	998	997	1062	998	997	997	997	81	1533	1282	998	997	996	976	1497	1062	999	994	1016	998	992	1087	1002	1093	998	997	998	997	1014	997	1092	993	1002	998	1000	996	1081	998	1065	998	997	1095	999	1057	1000	1003	998	1000	999	997	1003	57	1002	997	999	1004	999	985	998	1006	998	1016	1001	998	999	998	1013	1004	998	1095	999	998	999	999	1092	997	1001	999	993	1241	999	999	1006	1001	997	999	997	997	0	1015	998	1002	1090	1528	992	999	999	1000	1008	997	999	999	997	977	1471	1000	1001	1001	999	1007	1052	998	994	1004	998	998	1127	993	995	998	1090	1005	997	1003	981	1517	1002	998	997	991	1002	999	999	998	993	999	24	999	1005	1008	999	999	1003	994
ERR024925	851	1094	871	869	841	738	869	851	851	852	1017	851	851	116	849	854	852	850	1080	850	849	849	849	1021	1529	1193	851	849	1011	1002	1496	1093	851	872	881	851	877	1093	841	1093	850	850	849	849	874	849	1092	879	853	850	852	881	1074	850	1071	849	849	1095	853	1076	852	853	850	855	852	848	855	1023	853	848	852	120	852	1013	850	122	852	72	854	850	852	843	873	855	850	1117	852	849	852	851	1094	849	837	850	876	1237	852	852	96	840	849	851	848	848	1015	0	851	841	1092	1526	871	851	852	851	126	849	849	853	849	1005	1476	854	851	854	850	122	1051	850	880	855	850	852	1140	871	871	848	1091	864	849	842	1009	1515	853	850	848	869	855	851	852	850	869	853	1015	852	90	845	853	851	87	880
ERR1414020	4	1115	1012	1005	578	266	63	5	5	4	995	2	4	839	3	11	3	1	1081	3	2	2	2	1000	1535	1047	5	3	999	987	1507	1086	5	1006	92	3	1006	1107	580	1110	4	3	4	3	67	2	1104	1007	38	3	6	1009	1126	2	1091	3	2	1108	6	1082	4	34	4	8	7	3	42	1001	36	3	10	842	5	995	3	840	5	864	38	1	7	31	67	38	3	1128	3	5	5	4	1109	3	578	5	1006	1261	3	4	842	577	2	2	4	3	998	851	0	586	1103	1531	1007	5	7	6	844	2	7	5	2	985	1473	7	5	8	4	841	1085	5	1007	37	3	7	1144	1005	1008	4	1103	24	3	579	987	1518	36	3	3	1006	36	2	1	3	1008	2	999	2	836	580	5	4	837	1008
ERR024911	587	1110	1010	1005	57	623	607	587	587	587	1009	586	587	828	585	589	588	586	1103	586	585	585	585	1005	1533	1156	587	585	1013	999	1503	1093	587	1007	633	586	1012	1099	58	1107	586	585	585	585	604	585	1101	1012	588	586	587	1014	1120	585	1099	584	585	1103	587	1098	588	587	586	588	587	584	590	1005	587	584	588	833	588	1007	586	834	587	854	590	585	587	583	610	589	586	1134	587	585	588	587	1102	585	51	584	1006	1255	587	587	838	56	585	586	585	584	1002	841	586	0	1101	1530	1007	588	588	587	838	585	586	588	585	1000	1474	588	587	589	585	833	1086	586	1012	588	586	588	1157	1006	1006	585	1100	598	585	58	1002	1520	587	586	584	1006	589	586	587	586	1004	588	1003	587	832	59	586	587	829	1014
ERR1413991	1103	91	1035	1030	1099	1085	1114	1103	1103	1104	1063	1103	1103	1084	1102	1104	1103	1102	1079	1103	1102	1102	1102	1094	1534	1314	1103	1102	1069	1057	1506	1121	1104	1033	1119	1103	1030	50	1096	79	1102	1102	1104	1102	1117	1102	12	1030	1107	1103	1104	1031	1124	1103	1094	1104	1102	86	1103	1089	1104	1106	1103	1104	1103	1103	1108	1087	1107	1103	1103	1084	1103	1060	1103	1086	1103	1103	1107	1103	1102	1109	1116	1108	1103	1136	1104	1103	1105	1103	54	1102	1096	1105	1028	1248	1104	1104	1087	1095	1102	1104	1102	1103	1090	1092	1103	1101	0	1524	1031	1103	1103	1105	1088	1102	1105	1104	1102	1057	1471	1105	1106	1105	1105	1086	1100	1103	1030	1109	1103	1104	1149	1033	1034	1104	13	1107	1102	1095	1059	1518	1107	1103	1103	1031	1106	1104	1104	1103	1031	1104	1092	1104	1088	1103	1103	1103	1087	1032
ERR024915	1531	1519	1528	1529	1531	1528	1531	1531	1531	1531	1528	1531	1531	1527	1531	1531	1531	1531	1520	1531	1531	1531	1531	1528	1063	1520	1531	1531	1524	1527	1517	1512	1531	1529	1527	1531	1530	1521	1531	1521	1531	1531	1531	1531	1532	1531	1524	1530	1531	1531	1531	1530	1512	1531	1521	1531	1531	1525	1531	1520	1531	1531	1531	1531	1531	1531	1531	1529	1531	1531	1531	1527	1531	1528	1531	1527	1531	1522	1531	1531	1531	1530	1531	1531	1531	1519	1531	1531	1531	1531	1524	1531	1531	1531	1529	1518	1531	1531	1528	1531	1531	1531	1531	1531	1528	1526	1531	1530	1524	0	1529	1531	1531	1531	1527	1531	1531	1531	1531	1527	1523	1531	1531	1531	1531	1527	1521	1531	1530	1531	1531	1531	1505	1529	1529	1531	1524	1531	1531	1531	1527	774	1531	1531	1531	1529	1531	1531	1531	1531	1529	1531	1528	1531	1527	1531	1531	1531	1527	1530
ERR1413998	1008	1044	27	10	1003	953	1016	1008	1008	1009	973	1008	1006	858	1006	1007	1006	1006	1031	1007	1006	1006	1006	994	1534	1278	1006	1006	977	953	1510	1034	1008	10	1024	1007	101	1030	1003	1035	1007	1006	1008	1006	1019	1006	1030	100	1009	1007	1008	103	1041	1007	1041	1008	1006	1034	1007	1032	1009	1010	1007	1008	1008	1007	1010	995	1009	1007	1007	859	1007	970	1007	861	1006	882	1009	1007	1008	1009	1017	1011	1007	1059	1008	1008	1008	1008	1033	1006	1003	1009	52	1225	1008	1007	862	1001	1006	1008	1006	1007	992	871	1007	1007	1031	1529	0	1008	1007	1008	862	1006	1008	1007	1006	953	1473	1009	1011	1009	1009	861	1023	1007	101	1011	1007	1006	1097	11	12	1007	1027	1010	1006	1004	957	1515	1009	1007	1007	6	1009	1008	1008	1007	39	1008	993	1008	861	1007	1008	1008	858	100
ERR1414034	1	1115	1013	1006	581	266	62	2	4	3	996	3	3	839	4	8	4	4	1083	2	3	3	3	1001	1535	1046	4	4	1000	988	1507	1087	6	1007	89	6	1010	1107	580	1111	3	4	3	4	68	3	1102	1010	39	2	5	1008	1127	5	1093	6	3	1106	7	1084	1	35	3	9	4	4	43	1002	37	4	7	842	2	996	2	840	6	864	39	4	6	32	66	37	2	1130	4	6	6	1	1109	4	580	4	1003	1258	4	5	840	580	3	3	5	4	999	851	5	588	1103	1531	1008	0	4	7	842	3	6	6	3	988	1473	6	6	7	5	841	1087	4	1008	38	2	6	1146	1008	1008	5	1103	25	4	580	986	1518	37	2	4	1007	35	3	4	2	1009	5	1000	5	836	580	8	1	835	1008
ERR1414085	3	1115	1013	1006	581	268	60	2	6	5	997	5	3	840	6	6	4	6	1085	4	5	5	5	1001	1535	1044	4	6	1002	989	1506	1088	6	1007	87	6	1010	1107	580	1111	5	6	5	6	64	5	1102	1008	39	4	7	1008	1127	5	1095	8	5	1106	5	1086	5	37	5	7	6	6	41	1002	39	6	3	843	2	997	4	840	8	865	40	6	8	34	64	39	4	1132	6	8	8	3	1109	6	580	6	1002	1257	6	3	839	580	5	5	6	6	999	852	7	588	1103	1531	1007	4	0	5	840	5	6	6	5	989	1473	4	8	5	7	842	1088	4	1008	40	4	4	1148	1008	1008	7	1102	21	4	580	987	1518	39	4	6	1006	36	5	6	4	1009	7	1000	7	837	580	8	3	836	1007
ERR1414078	6	1117	1013	1006	579	269	59	5	7	4	997	6	6	839	7	7	7	7	1084	5	6	6	6	1002	1535	1043	7	7	1002	989	1506	1089	3	1005	86	5	1008	1109	578	1112	8	7	6	5	65	6	1105	1007	38	5	8	1007	1127	4	1094	5	6	1108	8	1085	6	38	4	8	7	7	40	1003	40	7	6	842	7	997	5	839	7	864	42	5	9	35	65	40	5	1131	5	7	7	6	1111	7	579	7	1004	1258	5	4	842	578	6	4	7	7	1000	851	6	587	1105	1531	1008	7	5	0	841	6	5	7	6	987	1473	5	7	8	6	841	1087	5	1006	37	5	7	1147	1006	1007	6	1105	20	5	580	987	1518	40	5	7	1007	38	4	5	5	1009	6	1001	4	835	579	7	6	835	1008
ERR1414098	842	1098	867	860	831	735	848	842	844	841	999	842	842	42	844	839	843	845	1073	843	844	844	844	1012	1533	1191	842	844	1002	995	1499	1087	842	859	865	844	864	1094	830	1098	842	843	844	844	854	844	1086	862	847	843	844	862	1081	843	1075	844	844	1090	840	1067	841	847	843	840	843	845	846	1010	847	845	839	17	841	1002	843	11	841	161	849	843	844	849	852	847	843	1111	843	846	841	842	1094	844	831	845	862	1240	843	841	93	828	844	842	844	845	1008	126	844	838	1088	1527	862	842	840	841	0	844	844	842	844	993	1475	838	844	836	842	15	1047	843	864	845	843	839	1128	861	861	845	1086	846	843	828	991	1515	847	843	845	860	846	842	843	843	862	844	1011	843	87	834	843	842	89	862
ERR1414045	2	1114	1011	1004	578	264	65	3	3	4	996	2	2	837	1	9	3	1	1081	1	0	0	0	999	1535	1049	3	1	1001	986	1507	1085	5	1007	92	3	1008	1106	579	1110	2	1	2	1	69	0	1104	1008	36	1	4	1010	1125	2	1092	3	0	1107	6	1082	4	32	2	8	5	1	42	1000	34	1	8	840	3	994	1	840	5	862	36	1	5	29	69	36	1	1128	3	3	5	2	1108	1	577	3	1005	1261	3	4	842	577	0	2	2	1	997	849	2	585	1102	1531	1006	3	5	6	844	0	5	5	0	986	1473	7	5	8	4	841	1085	3	1008	37	1	5	1144	1006	1008	2	1102	26	1	579	988	1518	34	1	1	1005	34	2	3	1	1007	4	998	4	838	579	5	2	835	1010
ERR1414061	5	1116	1011	1006	581	269	62	4	4	7	999	7	5	839	4	10	6	6	1084	4	5	5	5	1001	1535	1046	4	4	1002	987	1506	1088	6	1007	89	6	1010	1108	579	1112	7	6	3	6	66	5	1104	1010	39	4	5	1009	1124	5	1094	6	5	1107	11	1085	7	37	5	11	8	4	41	1003	39	4	7	842	6	997	4	842	10	862	41	6	10	32	66	39	4	1131	6	6	8	5	1110	4	578	4	1004	1258	6	5	842	580	5	5	7	4	999	849	7	586	1105	1531	1008	6	6	5	844	5	0	6	5	989	1473	8	6	11	5	843	1087	2	1008	40	4	8	1147	1008	1006	3	1105	23	6	582	989	1518	39	4	4	1007	35	5	6	4	1007	7	1000	7	837	580	10	5	835	1010
ERR1414062	5	1116	1013	1006	580	269	62	6	4	5	997	5	3	841	4	10	4	6	1083	4	5	5	5	1001	1535	1044	2	4	1002	989	1507	1087	6	1005	87	6	1008	1108	579	1111	7	6	5	6	66	5	1104	1007	41	4	5	1008	1127	5	1094	6	5	1107	7	1084	5	37	5	7	8	6	43	1002	39	6	7	844	4	997	4	842	6	866	40	4	10	34	66	39	4	1130	4	8	6	5	1110	4	580	6	1004	1258	4	3	842	579	5	3	7	6	999	853	5	588	1104	1531	1007	6	6	7	842	5	6	0	5	987	1473	8	6	7	5	843	1087	4	1006	38	4	6	1146	1006	1006	7	1103	23	6	581	987	1518	39	4	6	1006	34	3	4	4	1009	5	1000	5	838	580	8	5	837	1007
ERR1414036	2	1114	1011	1004	578	264	65	3	3	4	996	2	2	837	1	9	3	1	1081	1	0	0	0	999	1535	1049	3	1	1001	986	1507	1085	5	1007	92	3	1008	1106	579	1110	2	1	2	1	69	0	1104	1008	36	1	4	1010	1125	2	1092	3	0	1107	6	1082	4	32	2	8	5	1	42	1000	34	1	8	840	3	994	1	840	5	862	36	1	5	29	69	36	1	1128	3	3	5	2	1108	1	577	3	1005	1261	3	4	842	577	0	2	2	1	997	849	2	585	1102	1531	1006	3	5	6	844	0	5	5	0	986	1473	7	5	8	4	841	1085	3	1008	37	1	5	1144	1006	1008	2	1102	26	1	579	988	1518	34	1	1	1005	34	2	3	1	1007	4	998	4	838	579	5	2	835	1010
SRR1922794	988	1072	961	953	991	987	996	988	988	987	160	986	988	992	986	990	988	986	1045	987	986	986	986	980	1534	1277	988	986	312	4	1502	1059	986	954	1006	985	955	1061	990	1061	987	986	988	986	997	986	1059	955	986	987	988	957	1075	985	1032	986	986	1064	987	1037	987	987	987	988	988	987	988	984	986	987	989	990	989	159	987	990	986	1011	989	985	988	991	995	988	987	1069	986	988	987	988	1062	986	990	989	953	1224	986	987	1000	988	986	986	986	987	977	1005	985	1000	1057	1527	953	988	989	987	993	986	989	987	986	0	1462	988	989	989	987	989	1016	987	958	986	987	989	1115	952	957	988	1057	989	986	989	10	1513	986	987	987	954	988	986	986	987	956	986	980	986	994	996	986	988	994	957
ERR024893	1473	1471	1473	1473	1476	1473	1474	1473	1473	1473	1459	1473	1473	1474	1473	1473	1473	1473	1448	1473	1473	1473	1473	1471	1527	1491	1473	1473	1462	1462	1310	1458	1473	1473	1475	1473	1475	1471	1475	1471	1473	1473	1473	1473	1476	1473	1471	1475	1473	1473	1473	1475	1459	1473	1456	1473	1473	1472	1473	1449	1473	1473	1473	1473	1473	1473	1473	1471	1473	1473	1473	1474	1473	1458	1473	1474	1473	1474	1473	1473	1473	1473	1474	1473	1473	1434	1473	1473	1474	1473	1473	1473	1475	1473	1474	1301	1473	1473	1474	1475	1473	1473	1473	1473	1471	1476	1473	1474	1471	1523	1473	1473	1473	1473	1475	1473	1473	1473	1473	1462	0	1474	1473	1474	1473	1474	1460	1473	1475	1473	1473	1474	1415	1473	1473	1473	1471	1473	1473	1475	1463	1514	1473	1473	1473	1473	1473	1473	1473	1473	1474	1473	1471	1473	1474	1476	1473	1473	1474	1475
ERR1414068	5	1117	1014	1007	580	270	58	4	8	5	993	5	7	842	8	8	8	8	1085	6	7	7	7	1002	1535	1042	8	8	1001	990	1506	1090	6	1006	87	6	1009	1109	580	1112	7	6	7	8	64	7	1104	1007	41	6	9	1007	1128	5	1095	8	7	1108	7	1086	5	39	7	7	8	8	43	1003	41	8	7	845	6	998	6	840	8	867	43	6	10	36	62	41	6	1132	6	10	6	5	1111	8	580	8	1004	1257	6	5	841	579	7	5	8	8	1000	854	7	588	1105	1531	1009	6	4	5	838	7	8	8	7	988	1474	0	8	5	7	842	1088	6	1007	40	6	6	1148	1007	1008	9	1105	21	6	579	986	1518	41	6	8	1008	39	5	6	6	1010	7	1001	7	837	580	6	5	838	1007
ERR1414094	5	1117	1014	1009	581	269	66	6	4	5	997	5	5	841	6	12	6	6	1084	4	5	5	5	1003	1535	1047	6	6	1002	989	1508	1087	6	1008	91	6	1011	1109	581	1112	7	6	3	6	70	5	1105	1011	41	4	7	1011	1127	5	1095	4	5	1108	9	1085	5	37	5	7	8	4	45	1005	39	4	11	844	6	999	4	842	8	864	41	4	8	32	68	37	4	1131	4	4	6	5	1111	6	579	4	1008	1260	4	5	844	580	5	3	7	4	1001	851	5	587	1106	1531	1011	6	8	7	844	5	6	6	5	989	1473	8	0	9	3	843	1088	6	1009	38	4	8	1147	1009	1008	5	1106	27	6	582	989	1518	39	4	4	1010	37	3	4	4	1010	5	1002	5	838	581	6	5	837	1011
ERR1414069	6	1117	1015	1008	581	270	57	7	9	6	994	6	6	842	9	7	7	9	1085	7	8	8	8	1003	1535	1041	7	9	1002	991	1507	1089	9	1007	88	9	1010	1109	581	1112	6	9	8	9	61	8	1104	1007	44	7	10	1007	1130	8	1096	9	8	1108	4	1086	6	40	8	6	9	9	46	1004	42	9	6	845	5	998	7	839	9	867	43	7	9	37	63	42	7	1132	7	11	7	6	1111	9	581	9	1004	1256	7	6	841	579	8	6	9	9	1001	854	8	589	1105	1531	1009	7	5	8	836	8	11	7	8	989	1474	5	9	0	6	842	1089	9	1008	41	7	3	1148	1008	1009	10	1104	20	7	579	986	1518	42	7	9	1008	39	6	7	7	1011	8	1002	8	836	581	9	6	838	1007
ERR1414080	4	1116	1012	1007	579	267	63	5	5	4	997	4	4	840	5	9	5	5	1082	3	4	4	4	1001	1535	1047	5	5	1000	987	1507	1087	5	1006	92	5	1009	1108	579	1111	4	5	2	5	67	4	1104	1009	40	3	6	1008	1126	4	1093	3	4	1107	6	1083	4	36	4	6	7	3	44	1003	38	3	8	843	5	997	3	841	7	863	40	3	7	31	67	38	3	1129	3	5	5	4	1110	5	577	3	1006	1261	3	4	843	578	4	2	6	3	999	850	4	585	1105	1531	1009	5	7	6	842	4	5	5	4	987	1473	7	3	6	0	842	1086	5	1007	37	3	5	1145	1007	1006	4	1105	24	5	579	986	1518	38	3	3	1008	36	2	3	3	1008	4	1000	4	837	579	7	4	836	1009
ERR1414002	841	1096	865	858	826	727	852	841	843	840	999	839	843	35	841	844	844	842	1069	842	841	841	841	1011	1533	1197	843	841	996	991	1499	1083	841	859	867	839	862	1092	827	1096	840	842	843	841	858	841	1086	863	844	842	841	864	1080	840	1072	841	841	1090	841	1064	840	844	842	845	842	842	846	1009	844	842	842	10	842	999	842	8	842	156	847	840	842	846	859	846	842	1108	840	843	842	841	1092	841	826	844	863	1242	840	842	94	825	841	841	840	842	1007	122	841	833	1086	1527	861	841	842	841	15	841	843	843	841	989	1474	842	843	842	842	0	1045	842	864	844	842	844	1125	859	861	842	1085	848	841	825	990	1515	844	842	842	859	846	841	842	842	860	841	1009	842	86	831	843	841	86	863
ERR024908	1087	1099	1025	1023	1083	1066	1095	1087	1087	1087	1028	1086	1087	1040	1085	1089	1087	1085	840	1086	1085	1085	1085	1056	1530	1301	1087	1085	1026	1016	1497	870	1086	1025	1101	1085	1016	1098	1079	1101	1086	1085	1086	1085	1096	1085	1101	1018	1085	1086	1088	1021	895	1085	864	1085	1085	1107	1087	863	1087	1086	1086	1088	1087	1085	1086	1059	1085	1085	1088	1043	1088	1025	1086	1045	1086	1048	1087	1085	1087	1083	1095	1087	1086	873	1086	1086	1087	1087	1101	1085	1079	1087	1021	1155	1086	1087	1052	1078	1085	1086	1085	1085	1052	1051	1085	1086	1100	1521	1023	1087	1088	1087	1047	1085	1087	1087	1085	1016	1460	1088	1088	1089	1086	1045	0	1086	1018	1086	1086	1088	939	1024	1025	1086	1100	1091	1085	1080	1020	1508	1085	1086	1085	1024	1087	1086	1086	1086	1021	1086	1054	1086	1050	1085	1086	1087	1049	1018
ERR1414021	3	1115	1012	1005	579	267	62	2	2	5	997	5	3	838	2	10	4	4	1083	2	3	3	3	1000	1535	1046	2	2	1002	987	1506	1087	4	1006	89	4	1009	1107	577	1111	5	4	3	4	66	3	1103	1009	37	2	3	1009	1124	3	1093	6	3	1106	9	1084	5	35	3	9	6	4	39	1001	37	4	5	841	4	995	2	841	8	863	39	4	8	32	66	37	2	1130	4	6	6	3	1109	2	578	4	1004	1258	4	3	841	578	3	3	5	4	998	850	5	586	1103	1531	1007	4	4	5	843	3	2	4	3	987	1473	6	6	9	5	842	1086	0	1007	38	2	6	1146	1007	1007	5	1103	23	4	580	987	1518	37	2	4	1006	33	3	4	2	1008	5	999	5	837	578	8	3	834	1009
